"Statistic Label","Year","Electoral Division","UNIT","VALUE"
"Median Gross Household Income","2022","Stillorgan-Leopardstown, Dún Laoghaire-Rathdown","€","103140"
"Median Gross Household Income","2022","Stillorgan-Merville, Dún Laoghaire-Rathdown","€","100117"
"Median Gross Household Income","2022","Stillorgan-Mount Merrion, Dún Laoghaire-Rathdown","€","111987"
"Median Gross Household Income","2022","Stillorgan-Priory, Dún Laoghaire-Rathdown","€","100391"
"Median Gross Household Income","2022","Tibradden, Dún Laoghaire-Rathdown","€","102110"
"Median Gross Household Income","2022","Athy East Urban, Kildare","€","47132"
"Median Gross Household Income","2022","Athy Rural, Kildare","€","56055"
"Median Gross Household Income","2022","Athy West Urban, Kildare","€","42184"
"Median Gross Household Income","2022","Ballaghmoon, Kildare","€","61377"
"Median Gross Household Income","2022","Ballitore, Kildare","€","57196"
"Median Gross Household Income","2022","Ballybrackan, Kildare","€","63107"
"Median Gross Household Income","2022","Ballymore Eustace, Kildare","€","65321"
"Median Gross Household Income","2022","Ballynadrumny, Kildare","€","57943"
"Median Gross Household Income","2022","Ballysax East, Kildare","€","62007"
"Median Gross Household Income","2022","Ballysax West, Kildare","€","62833"
"Median Gross Household Income","2022","Ballyshannon, Kildare","€","82557"
"Median Gross Household Income","2022","Balraheen, Kildare","€","88636"
"Median Gross Household Income","2022","Belan, Kildare","€","62127"
"Median Gross Household Income","2022","Bert, Kildare","€","47898"
"Median Gross Household Income","2022","Bodenstown, Kildare","€","82040"
"Median Gross Household Income","2022","Burtown, Kildare","€","58294"
"Median Gross Household Income","2022","Cadamstown, Kildare","€","77380"
"Median Gross Household Income","2022","Carbury, Kildare","€","63244"
"Median Gross Household Income","2022","Carnalway, Kildare","€","67697"
"Median Gross Household Income","2022","Carragh, Kildare","€","101677"
"Median Gross Household Income","2022","Carrick, Kildare","€","71616"
"Median Gross Household Income","2022","Carrigeen, Kildare","€","61031"
"Median Gross Household Income","2022","Castledermot, Kildare","€","55245"
"Median Gross Household Income","2022","Celbridge, Kildare","€","80388"
"Median Gross Household Income","2022","Churchtown, Kildare","€","58376"
"Median Gross Household Income","2022","Clane, Kildare","€","75172"
"Median Gross Household Income","2022","Cloncurry, Kildare, 087026","€","92308"
"Median Gross Household Income","2022","Cloncurry, Kildare, 087027","€","81085"
"Median Gross Household Income","2022","Donadea, Kildare","€","88095"
"Median Gross Household Income","2022","Donaghcumper, Kildare","€","84751"
"Median Gross Household Income","2022","Donore, Kildare","€","83257"
"Median Gross Household Income","2022","Downings, Kildare","€","70963"
"Median Gross Household Income","2022","Drehid, Kildare","€","77215"
"Median Gross Household Income","2022","Droichead Nua (Newbridge) Rural, Kildare","€","95000"
"Median Gross Household Income","2022","Droichead Nua (Newbridge) Urban, Kildare","€","53801"
"Median Gross Household Income","2022","Dunfierth, Kildare","€","80433"
"Median Gross Household Income","2022","Dunmanoge, Kildare","€","62982"
"Median Gross Household Income","2022","Dunmurry, Kildare","€","81227"
"Median Gross Household Income","2022","Feighcullen, Kildare","€","63871"
"Median Gross Household Income","2022","Fontstown, Kildare","€","72313"
"Median Gross Household Income","2022","Gilltown, Kildare","€","77473"
"Median Gross Household Income","2022","Graney, Kildare","€","57786"
"Median Gross Household Income","2022","Grangemellon, Kildare","€","57427"
"Median Gross Household Income","2022","Harristown, Kildare","€","71636"
"Median Gross Household Income","2022","Inchaquire, Kildare","€","71864"
"Median Gross Household Income","2022","Johnstown, Kildare","€","58373"
"Median Gross Household Income","2022","Kilberry, Kildare","€","49913"
"Median Gross Household Income","2022","Kilcock, Kildare","€","81361"
"Median Gross Household Income","2022","Kilcullen, Kildare","€","69660"
"Median Gross Household Income","2022","Kildangan, Kildare","€","80246"
"Median Gross Household Income","2022","Kildare, Kildare","€","63382"
"Median Gross Household Income","2022","Kilkea, Kildare","€","59966"
"Median Gross Household Income","2022","Kill, Kildare","€","79626"
"Median Gross Household Income","2022","Killashee, Kildare","€","102812"
"Median Gross Household Income","2022","Killinthomas, Kildare","€","84234"
"Median Gross Household Income","2022","Kilmeage North, Kildare","€","66910"
"Median Gross Household Income","2022","Kilmeage South, Kildare","€","60211"
"Median Gross Household Income","2022","Kilpatrick, Kildare","€","59229"
"Median Gross Household Income","2022","Kilrainy, Kildare","€","74735"
"Median Gross Household Income","2022","Kilrush, Kildare","€","79982"
"Median Gross Household Income","2022","Kilteel, Kildare","€","91838"
"Median Gross Household Income","2022","Lackagh, Kildare","€","76312"
"Median Gross Household Income","2022","Ladytown, Kildare","€","107483"
"Median Gross Household Income","2022","Leixlip, Kildare","€","80021"
"Median Gross Household Income","2022","Lullymore, Kildare","€","55343"
"Median Gross Household Income","2022","Maynooth, Kildare","€","90056"
"Median Gross Household Income","2022","Monasterevin, Kildare","€","61406"
"Median Gross Household Income","2022","Moone, Kildare","€","74472"
"Median Gross Household Income","2022","Morristownbiller, Kildare","€","69697"
"Median Gross Household Income","2022","Naas Rural, Kildare","€","80278"
"Median Gross Household Income","2022","Naas Urban, Kildare","€","82020"
"Median Gross Household Income","2022","Narraghmore, Kildare","€","83190"
"Median Gross Household Income","2022","Newtown, Kildare","€","94667"
"Median Gross Household Income","2022","Nurney, Kildare","€","74686"
"Median Gross Household Income","2022","Oldconnell, Kildare","€","72814"
"Median Gross Household Income","2022","Oughterard, Kildare","€","87102"
"Median Gross Household Income","2022","Pollardstown, Kildare","€","82637"
"Median Gross Household Income","2022","Quinsborough, Kildare","€","75452"
"Median Gross Household Income","2022","Rathangan, Kildare","€","61238"
"Median Gross Household Income","2022","Rathernan, Kildare","€","72952"
"Median Gross Household Income","2022","Rathmore, Kildare","€","86328"
"Median Gross Household Income","2022","Robertstown, Kildare","€","58027"
"Median Gross Household Income","2022","Skerries, Kildare","€","58339"
"Median Gross Household Income","2022","Straffan, Kildare","€","98828"
"Median Gross Household Income","2022","Thomastown, Kildare","€","77317"
"Median Gross Household Income","2022","Timahoe North, Kildare","€","72615"
"Median Gross Household Income","2022","Timahoe South, Kildare","€","75153"
"Median Gross Household Income","2022","Usk, Kildare","€","64539"
"Median Gross Household Income","2022","Windmill Cross, Kildare","€","60935"
"Median Gross Household Income","2022","Aghaviller, Kilkenny","€","73416"
"Median Gross Household Income","2022","Aglish, Kilkenny","€","58918"
"Median Gross Household Income","2022","Attanagh, Kilkenny","€","71231"
"Median Gross Household Income","2022","Balleen, Kilkenny","€","70619"
"Median Gross Household Income","2022","Ballinamara, Kilkenny","€","83779"
"Median Gross Household Income","2022","Ballincrea, Kilkenny","€","73031"
"Median Gross Household Income","2022","Ballybeagh, Kilkenny","€","81478"
"Median Gross Household Income","2022","Ballycallan, Kilkenny","€","70816"
"Median Gross Household Income","2022","Ballyconra, Kilkenny","€","79262"
"Median Gross Household Income","2022","Ballyhale, Kilkenny","€","53823"
"Median Gross Household Income","2022","Ballyragget, Kilkenny","€","54606"
"Median Gross Household Income","2022","Ballyvool, Kilkenny","€","66674"
"Median Gross Household Income","2022","Baunmore, Kilkenny","€","79141"
"Median Gross Household Income","2022","Bennettsbridge, Kilkenny","€","55189"
"Median Gross Household Income","2022","Boolyglass, Kilkenny","€","58662"
"Median Gross Household Income","2022","Bramblestown, Kilkenny","€","97058"
"Median Gross Household Income","2022","Brownsford, Kilkenny","€","63364"
"Median Gross Household Income","2022","Burnchurch, Kilkenny","€","79553"
"Median Gross Household Income","2022","Callan Rural, Kilkenny","€","62080"
"Median Gross Household Income","2022","Callan Urban, Kilkenny","€","45608"
"Median Gross Household Income","2022","Castlebanny, Kilkenny","€","74363"
"Median Gross Household Income","2022","Castlecomer, Kilkenny","€","51642"
"Median Gross Household Income","2022","Castlegannon, Kilkenny","€","70050"
"Median Gross Household Income","2022","Clara, Kilkenny","€","71699"
"Median Gross Household Income","2022","Clogh, Kilkenny","€","55947"
"Median Gross Household Income","2022","Clogharinka, Kilkenny","€","59144"
"Median Gross Household Income","2022","Clomantagh, Kilkenny","€","56472"
"Median Gross Household Income","2022","Coolaghmore, Kilkenny","€","63811"
"Median Gross Household Income","2022","Coolcraheen, Kilkenny","€","74803"
"Median Gross Household Income","2022","Coolhill, Kilkenny","€","74335"
"Median Gross Household Income","2022","Danesfort, Kilkenny","€","72838"
"Median Gross Household Income","2022","Dunbell, Kilkenny","€","67180"
"Median Gross Household Income","2022","Dunkitt, Kilkenny","€","67851"
"Median Gross Household Income","2022","Dunmore, Kilkenny","€","81056"
"Median Gross Household Income","2022","Dunnamaggan, Kilkenny","€","66344"
"Median Gross Household Income","2022","Dysartmoon, Kilkenny","€","60222"
"Median Gross Household Income","2022","Earlstown, Kilkenny","€","71808"
"Median Gross Household Income","2022","Ennisnag, Kilkenny","€","71210"
"Median Gross Household Income","2022","Famma, Kilkenny","€","80854"
"Median Gross Household Income","2022","Farnoge, Kilkenny","€","66524"
"Median Gross Household Income","2022","Fiddown, Kilkenny","€","62304"
"Median Gross Household Income","2022","Freaghana, Kilkenny","€","66116"
"Median Gross Household Income","2022","Freshford, Kilkenny","€","47228"
"Median Gross Household Income","2022","Galmoy, Kilkenny","€","65246"
"Median Gross Household Income","2022","Glashare, Kilkenny","€","78835"
"Median Gross Household Income","2022","Goresbridge, Kilkenny","€","44070"
"Median Gross Household Income","2022","Gowran, Kilkenny","€","59457"
"Median Gross Household Income","2022","Graiguenamanagh, Kilkenny","€","42583"
"Median Gross Household Income","2022","Grange, Kilkenny","€","82923"
"Median Gross Household Income","2022","Inistioge, Kilkenny","€","45419"
"Median Gross Household Income","2022","Jerpoint Church, Kilkenny","€","58068"
"Median Gross Household Income","2022","Jerpoint West, Kilkenny","€","77387"
"Median Gross Household Income","2022","Johnstown, Kilkenny","€","45674"
"Median Gross Household Income","2022","Kells, Kilkenny","€","69833"
"Median Gross Household Income","2022","Kilbeacon, Kilkenny","€","95335"
"Median Gross Household Income","2022","Kilbride, Kilkenny","€","72985"
"Median Gross Household Income","2022","Kilcolumb, Kilkenny","€","76631"
"Median Gross Household Income","2022","Kilculliheen, Kilkenny","€","56997"
"Median Gross Household Income","2022","Kilfane, Kilkenny","€","57182"
"Median Gross Household Income","2022","Kilkeasy, Kilkenny","€","79150"
"Median Gross Household Income","2022","Kilkenny No. 1 Urban, Kilkenny","€","44232"
"Median Gross Household Income","2022","Kilkenny No. 2 Urban, Kilkenny","€","47319"
"Median Gross Household Income","2022","Kilkenny Rural, Kilkenny","€","60593"
"Median Gross Household Income","2022","Kilkieran, Kilkenny","€","81320"
"Median Gross Household Income","2022","Killahy, Kilkenny","€","58116"
"Median Gross Household Income","2022","Killamery, Kilkenny","€","52030"
"Median Gross Household Income","2022","Kilmacar, Kilkenny","€","75209"
"Median Gross Household Income","2022","Kilmaganny, Kilkenny","€","47820"
"Median Gross Household Income","2022","Kilmakevoge, Kilkenny","€","65370"
"Median Gross Household Income","2022","Kilmanagh, Kilkenny","€","66185"
"Median Gross Household Income","2022","Kiltorcan, Kilkenny","€","97824"
"Median Gross Household Income","2022","Knocktopher, Kilkenny","€","63025"
"Median Gross Household Income","2022","Lisdowney, Kilkenny","€","71432"
"Median Gross Household Income","2022","Listerlin, Kilkenny","€","76592"
"Median Gross Household Income","2022","Mallardstown, Kilkenny","€","50749"
"Median Gross Household Income","2022","Moneenroe, Kilkenny","€","52228"
"Median Gross Household Income","2022","Mothell, Kilkenny","€","60515"
"Median Gross Household Income","2022","Muckalee, Kilkenny, 097078","€","61971"
"Median Gross Household Income","2022","Muckalee, Kilkenny, 097079","€","81130"
"Median Gross Household Income","2022","Odagh, Kilkenny","€","73560"
"Median Gross Household Income","2022","Outrath, Kilkenny","€","72175"
"Median Gross Household Income","2022","Paulstown, Kilkenny","€","65495"
